# This file was produced by samtools stats (1.22.1+htslib-1.22.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -@ 2 /home/nicolas/lrs_benchmarking/alignment_analysis/alignments/HG003.pb.1k.mm2-ont.sorted.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	2426ae91	3d8d4d99	3117a209
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	1000	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	1000
SN	is sorted:	1	# sorted by coordinate
SN	1st fragments:	1000
SN	last fragments:	0
SN	reads mapped:	1000
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	42	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	4513
SN	supplementary alignments:	130
SN	total length:	14032604	# ignores clipping
SN	total first fragment length:	14032604	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	14032604	# ignores clipping
SN	bases mapped (cigar):	14048332	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	303323	# from NM fields
SN	error rate:	2.159139e-02	# mismatches / bases mapped (cigar)
SN	average length:	14033
SN	average first fragment length:	14033
SN	average last fragment length:	0
SN	maximum length:	32907
SN	maximum first fragment length:	32907
SN	maximum last fragment length:	0
SN	average quality:	38.4
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	0.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	7	0	0	0	0	0	0	9	0	0	0	0	0	0	16	0	0	0	0	20	0	0	0	0	16	0	0	0	0	0	0	0	62	0	0	0	0	870	0
FFQ	2	0	0	0	2	0	0	0	0	0	0	14	0	0	0	0	0	0	13	0	0	0	0	10	0	0	0	0	18	0	0	0	0	0	0	0	54	0	0	0	0	889	0
FFQ	3	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	13	0	0	0	0	19	0	0	0	0	19	0	0	0	0	0	0	0	73	0	0	0	0	862	0
FFQ	4	0	0	0	8	0	0	0	0	0	0	13	0	0	0	0	0	0	10	0	0	0	0	21	0	0	0	0	19	0	0	0	0	0	0	0	74	0	0	0	0	855	0
FFQ	5	0	0	0	5	0	0	0	0	0	0	11	0	0	0	0	0	0	15	0	0	0	0	24	0	0	0	0	25	0	0	0	0	0	0	0	54	0	0	0	0	866	0
FFQ	6	0	0	0	10	0	0	0	0	0	0	11	0	0	0	0	0	0	20	0	0	0	0	22	0	0	0	0	11	0	0	0	0	0	0	0	60	0	0	0	0	866	0
FFQ	7	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	20	0	0	0	0	13	0	0	0	0	20	0	0	0	0	0	0	0	50	0	0	0	0	886	0
FFQ	8	0	0	0	4	0	0	0	0	0	0	16	0	0	0	0	0	0	12	0	0	0	0	9	0	0	0	0	17	0	0	0	0	0	0	0	70	0	0	0	0	872	0
FFQ	9	0	0	0	4	0	0	0	0	0	0	17	0	0	0	0	0	0	12	0	0	0	0	16	0	0	0	0	20	0	0	0	0	0	0	0	51	0	0	0	0	880	0
FFQ	10	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	9	0	0	0	0	15	0	0	0	0	17	0	0	0	0	0	0	0	52	0	0	0	0	896	0
FFQ	11	0	0	0	4	0	0	0	0	0	0	9	0	0	0	0	0	0	9	0	0	0	0	19	0	0	0	0	23	0	0	0	0	0	0	0	50	0	0	0	0	886	0
FFQ	12	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0	9	0	0	0	0	21	0	0	0	0	25	0	0	0	0	0	0	0	61	0	0	0	0	871	0
FFQ	13	0	0	0	7	0	0	0	0	0	0	12	0	0	0	0	0	0	7	0	0	0	0	19	0	0	0	0	23	0	0	0	0	0	0	0	60	0	0	0	0	872	0
FFQ	14	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	11	0	0	0	0	16	0	0	0	0	25	0	0	0	0	0	0	0	53	0	0	0	0	886	0
FFQ	15	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	18	0	0	0	0	19	0	0	0	0	29	0	0	0	0	0	0	0	50	0	0	0	0	872	0
FFQ	16	0	0	0	9	0	0	0	0	0	0	11	0	0	0	0	0	0	12	0	0	0	0	16	0	0	0	0	19	0	0	0	0	0	0	0	64	0	0	0	0	869	0
FFQ	17	0	0	0	3	0	0	0	0	0	0	11	0	0	0	0	0	0	11	0	0	0	0	22	0	0	0	0	22	0	0	0	0	0	0	0	56	0	0	0	0	875	0
